season,primary_team,compared_against_team,stat_bin,difference,absolute_difference
2019,Iowa,Wisconsin,(24 | 26],0.006451613,0.006451613
2019,Iowa,Wisconsin,(28 | 30],0.006451613,0.006451613
2019,Iowa,Wisconsin,(18 | 20],-0.006054936,0.006054936
2019,Iowa,Wisconsin,(14 | 16],-0.005658259,0.005658259
2019,Iowa,Wisconsin,(36 | 38],-0.004640371,0.004640371
2019,Iowa,Wisconsin,(40 | 42],-0.004640371,0.004640371
2019,Iowa,Wisconsin,(-8 | -6],-0.003734751,0.003734751
2019,Iowa,Wisconsin,(30 | 32],0.003225806,0.003225806
2019,Iowa,Wisconsin,(54 | 56],0.003225806,0.003225806
2019,Iowa,Wisconsin,(0 | 2],-0.002365092,0.002365092
2019,Iowa,Wisconsin,(34 | 36],-0.002320186,0.002320186
2019,Iowa,Wisconsin,(42 | 44],-0.002320186,0.002320186
2019,Iowa,Wisconsin,(44 | 46],-0.002320186,0.002320186
2019,Iowa,Wisconsin,(46 | 48],-0.002320186,0.002320186
2019,Iowa,Wisconsin,(70 | 72],-0.002320186,0.002320186
2019,Iowa,Wisconsin,(26 | 28],0.00090562,0.00090562
2019,Iowa,Wisconsin,(50 | 52],0.00090562,0.00090562
2019,Iowa,Wisconsin,(-22 | -20],0,0
2019,Iowa,Wisconsin,(-20 | -18],0,0
2019,Iowa,Wisconsin,(-18 | -16],0,0
2019,Iowa,Wisconsin,(-16 | -14],0,0
2019,Iowa,Wisconsin,(-14 | -12],0,0
2019,Iowa,Wisconsin,(-12 | -10],0,0
2019,Iowa,Wisconsin,(-10 | -8],0,0
2019,Iowa,Wisconsin,(32 | 34],0,0
2019,Iowa,Wisconsin,(38 | 40],0,0
2019,Iowa,Wisconsin,(48 | 50],0,0
2019,Iowa,Wisconsin,(52 | 54],0,0
2019,Iowa,Wisconsin,(56 | 58],0,0
2019,Iowa,Wisconsin,(58 | 60],0,0
2019,Iowa,Wisconsin,(60 | 62],0,0
2019,Iowa,Wisconsin,(62 | 64],0,0
2019,Iowa,Wisconsin,(64 | 66],0,0
2019,Iowa,Wisconsin,(66 | 68],0,0
2019,Iowa,Wisconsin,(68 | 70],0,0
2019,Iowa,Wisconsin,(72 | 74],0,0
2019,Iowa,Wisconsin,(74 | 76],0,0
2019,Iowa,Wisconsin,(76 | 78],0,0
2019,Iowa,Wisconsin,(78 | 80],0,0
2019,Iowa,Wisconsin,(80 | 82],0,0
2019,Iowa,Wisconsin,(82 | 84],0,0
2019,Iowa,Wisconsin,(84 | 86],0,0
2019,Iowa,Wisconsin,(86 | 88],0,0
2019,Iowa,Wisconsin,(88 | 90],0,0
2019,Iowa,Wisconsin,(90 | 92],0,0
2019,Iowa,Wisconsin,(92 | 94],0,0
2019,Iowa,Wisconsin,(94 | 96],0,0
2019,Iowa,Wisconsin,(96 | 98],0,0
2019,Michigan,Iowa,(2 | 4],0.031066998,0.031066998
2019,Michigan,Iowa,(0 | 2],0.027394541,0.027394541
2019,Michigan,Iowa,(4 | 6],-0.026352357,0.026352357
2019,Michigan,Iowa,(-2 | 0],-0.018709677,0.018709677
2019,Michigan,Iowa,(6 | 8],0.015334988,0.015334988
2019,Michigan,Iowa,(12 | 14],0.014937966,0.014937966
2019,Michigan,Iowa,(20 | 22],-0.013052109,0.013052109
2019,Michigan,Iowa,(8 | 10],-0.01191067,0.01191067
2019,Michigan,Iowa,(-4 | -2],-0.010868486,0.010868486
2019,Michigan,Iowa,(16 | 18],-0.00674938,0.00674938
2019,Michigan,Iowa,(14 | 16],-0.003672457,0.003672457
2019,Michigan,Iowa,(24 | 26],-0.00337469,0.00337469
2019,Michigan,Iowa,(28 | 30],-0.00337469,0.00337469
2019,Michigan,Iowa,(-8 | -6],-0.003225806,0.003225806
2019,Michigan,Iowa,(30 | 32],-0.003225806,0.003225806
2019,Michigan,Iowa,(50 | 52],-0.003225806,0.003225806
2019,Michigan,Iowa,(54 | 56],-0.003225806,0.003225806
2019,Michigan,Iowa,(22 | 24],0.003076923,0.003076923
2019,Michigan,Iowa,(32 | 34],0.003076923,0.003076923
2019,Michigan,Iowa,(34 | 36],0.003076923,0.003076923
2019,Michigan,Iowa,(38 | 40],0.003076923,0.003076923
2019,Michigan,Iowa,(40 | 42],0.003076923,0.003076923
2019,Michigan,Iowa,(48 | 50],0.003076923,0.003076923
2019,Michigan,Iowa,(26 | 28],0.00292804,0.00292804
2019,Michigan,Iowa,(10 | 12],0.001588089,0.001588089
2019,Michigan,Iowa,(-6 | -4],-0.000595534,0.000595534
2019,Michigan,Iowa,(18 | 20],-0.000148883,0.000148883
2019,Michigan,Iowa,(-22 | -20],0,0
2019,Michigan,Iowa,(-20 | -18],0,0
2019,Michigan,Iowa,(-18 | -16],0,0
2019,Michigan,Iowa,(-16 | -14],0,0
2019,Michigan,Iowa,(-14 | -12],0,0
2019,Michigan,Iowa,(-12 | -10],0,0
2019,Michigan,Iowa,(-10 | -8],0,0
2019,Michigan,Iowa,(36 | 38],0,0
2019,Michigan,Iowa,(42 | 44],0,0
2019,Michigan,Iowa,(44 | 46],0,0
2019,Michigan,Iowa,(46 | 48],0,0
2019,Michigan,Iowa,(52 | 54],0,0
2019,Michigan,Iowa,(56 | 58],0,0
2019,Michigan,Iowa,(58 | 60],0,0
2019,Michigan,Iowa,(60 | 62],0,0
2019,Michigan,Iowa,(62 | 64],0,0
2019,Michigan,Iowa,(64 | 66],0,0
2019,Michigan,Iowa,(66 | 68],0,0
2019,Michigan,Iowa,(68 | 70],0,0
2019,Michigan,Iowa,(70 | 72],0,0
2019,Michigan,Iowa,(72 | 74],0,0
2019,Michigan,Iowa,(74 | 76],0,0
2019,Michigan,Iowa,(76 | 78],0,0
2019,Michigan,Iowa,(78 | 80],0,0
2019,Michigan,Iowa,(80 | 82],0,0
2019,Michigan,Iowa,(82 | 84],0,0
2019,Michigan,Iowa,(84 | 86],0,0
2019,Michigan,Iowa,(86 | 88],0,0
2019,Michigan,Iowa,(88 | 90],0,0
2019,Michigan,Iowa,(90 | 92],0,0
2019,Michigan,Iowa,(92 | 94],0,0
2019,Michigan,Iowa,(94 | 96],0,0
2019,Michigan,Iowa,(96 | 98],0,0
2019,Michigan,Michigan State,(0 | 2],-0.048762542,0.048762542
2019,Michigan,Michigan State,(-4 | -2],-0.036978818,0.036978818
2019,Michigan,Michigan State,(2 | 4],0.028963211,0.028963211
2019,Michigan,Michigan State,(8 | 10],0.024414716,0.024414716
2019,Michigan,Michigan State,(6 | 8],0.017859532,0.017859532
2019,Michigan,Michigan State,(4 | 6],0.017803791,0.017803791
2019,Michigan,Michigan State,(-2 | 0],-0.017681159,0.017681159
2019,Michigan,Michigan State,(12 | 14],0.01374582,0.01374582
2019,Michigan,Michigan State,(10 | 12],0.008483835,0.008483835
2019,Michigan,Michigan State,(22 | 24],-0.007792642,0.007792642
2019,Michigan,Michigan State,(-6 | -4],-0.00580825,0.00580825
2019,Michigan,Michigan State,(20 | 22],-0.004169454,0.004169454
2019,Michigan,Michigan State,(-8 | -6],-0.003623188,0.003623188
2019,Michigan,Michigan State,(56 | 58],-0.003623188,0.003623188
2019,Michigan,Michigan State,(32 | 34],0.003076923,0.003076923
2019,Michigan,Michigan State,(34 | 36],0.003076923,0.003076923
2019,Michigan,Michigan State,(40 | 42],0.003076923,0.003076923
2019,Michigan,Michigan State,(48 | 50],0.003076923,0.003076923
2019,Michigan,Michigan State,(16 | 18],0.002530658,0.002530658
2019,Michigan,Michigan State,(26 | 28],0.002530658,0.002530658
2019,Michigan,Michigan State,(14 | 16],0.001984392,0.001984392
2019,Michigan,Michigan State,(18 | 20],-0.000546265,0.000546265
2019,Michigan,Michigan State,(24 | 26],-0.000546265,0.000546265
2019,Michigan,Michigan State,(28 | 30],-0.000546265,0.000546265
2019,Michigan,Michigan State,(38 | 40],-0.000546265,0.000546265
2019,Michigan,Michigan State,(-22 | -20],0,0
2019,Michigan,Michigan State,(-20 | -18],0,0
2019,Michigan,Michigan State,(-18 | -16],0,0
2019,Michigan,Michigan State,(-16 | -14],0,0
2019,Michigan,Michigan State,(-14 | -12],0,0
2019,Michigan,Michigan State,(-12 | -10],0,0
2019,Michigan,Michigan State,(-10 | -8],0,0
2019,Michigan,Michigan State,(30 | 32],0,0
2019,Michigan,Michigan State,(36 | 38],0,0
2019,Michigan,Michigan State,(42 | 44],0,0
2019,Michigan,Michigan State,(44 | 46],0,0
2019,Michigan,Michigan State,(46 | 48],0,0
2019,Michigan,Michigan State,(50 | 52],0,0
2019,Michigan,Michigan State,(52 | 54],0,0
2019,Michigan,Michigan State,(54 | 56],0,0
2019,Michigan,Michigan State,(58 | 60],0,0
2019,Michigan,Michigan State,(60 | 62],0,0
2019,Michigan,Michigan State,(62 | 64],0,0
2019,Michigan,Michigan State,(64 | 66],0,0
2019,Michigan,Michigan State,(66 | 68],0,0
2019,Michigan,Michigan State,(68 | 70],0,0
2019,Michigan,Michigan State,(70 | 72],0,0
2019,Michigan,Michigan State,(72 | 74],0,0
2019,Michigan,Michigan State,(74 | 76],0,0
2019,Michigan,Michigan State,(76 | 78],0,0
2019,Michigan,Michigan State,(78 | 80],0,0
2019,Michigan,Michigan State,(80 | 82],0,0
2019,Michigan,Michigan State,(82 | 84],0,0
2019,Michigan,Michigan State,(84 | 86],0,0
2019,Michigan,Michigan State,(86 | 88],0,0
2019,Michigan,Michigan State,(88 | 90],0,0
2019,Michigan,Michigan State,(90 | 92],0,0
2019,Michigan,Michigan State,(92 | 94],0,0
2019,Michigan,Michigan State,(94 | 96],0,0
2019,Michigan,Michigan State,(96 | 98],0,0
2019,Michigan,Ohio State,(0 | 2],0.041368278,0.041368278
2019,Michigan,Ohio State,(4 | 6],0.029571137,0.029571137
2019,Michigan,Ohio State,(-2 | 0],0.029292035,0.029292035
2019,Michigan,Ohio State,(6 | 8],-0.025330157,0.025330157
2019,Michigan,Ohio State,(14 | 16],-0.017317904,0.017317904
2019,Michigan,Ohio State,(-4 | -2],-0.012995234,0.012995234
2019,Michigan,Ohio State,(-6 | -4],0.012307692,0.012307692
2019,Michigan,Ohio State,(2 | 4],-0.012110279,0.012110279
2019,Michigan,Ohio State,(12 | 14],-0.008570456,0.008570456
2019,Michigan,Ohio State,(24 | 26],-0.007985024,0.007985024
2019,Michigan,Ohio State,(8 | 10],-0.006943499,0.006943499
2019,Michigan,Ohio State,(16 | 18],-0.004908101,0.004908101
2019,Michigan,Ohio State,(66 | 68],-0.004424779,0.004424779
2019,Michigan,Ohio State,(26 | 28],0.003941457,0.003941457
2019,Michigan,Ohio State,(22 | 24],-0.003560245,0.003560245
2019,Michigan,Ohio State,(32 | 34],-0.003560245,0.003560245
2019,Michigan,Ohio State,(48 | 50],0.003076923,0.003076923
2019,Michigan,Ohio State,(52 | 54],-0.002212389,0.002212389
2019,Michigan,Ohio State,(54 | 56],-0.002212389,0.002212389
2019,Michigan,Ohio State,(58 | 60],-0.002212389,0.002212389
2019,Michigan,Ohio State,(72 | 74],-0.002212389,0.002212389
2019,Michigan,Ohio State,(18 | 20],-0.001347856,0.001347856
2019,Michigan,Ohio State,(20 | 22],-0.001347856,0.001347856
2019,Michigan,Ohio State,(28 | 30],-0.001347856,0.001347856
2019,Michigan,Ohio State,(40 | 42],-0.001347856,0.001347856
2019,Michigan,Ohio State,(34 | 36],0.000864534,0.000864534
2019,Michigan,Ohio State,(38 | 40],0.000864534,0.000864534
2019,Michigan,Ohio State,(10 | 12],0.000660313,0.000660313
2019,Michigan,Ohio State,(-22 | -20],0,0
2019,Michigan,Ohio State,(-20 | -18],0,0
2019,Michigan,Ohio State,(-18 | -16],0,0
2019,Michigan,Ohio State,(-16 | -14],0,0
2019,Michigan,Ohio State,(-14 | -12],0,0
2019,Michigan,Ohio State,(-12 | -10],0,0
2019,Michigan,Ohio State,(-10 | -8],0,0
2019,Michigan,Ohio State,(-8 | -6],0,0
2019,Michigan,Ohio State,(30 | 32],0,0
2019,Michigan,Ohio State,(36 | 38],0,0
2019,Michigan,Ohio State,(42 | 44],0,0
2019,Michigan,Ohio State,(44 | 46],0,0
2019,Michigan,Ohio State,(46 | 48],0,0
2019,Michigan,Ohio State,(50 | 52],0,0
2019,Michigan,Ohio State,(56 | 58],0,0
2019,Michigan,Ohio State,(60 | 62],0,0
2019,Michigan,Ohio State,(62 | 64],0,0
2019,Michigan,Ohio State,(64 | 66],0,0
2019,Michigan,Ohio State,(68 | 70],0,0
2019,Michigan,Ohio State,(70 | 72],0,0
2019,Michigan,Ohio State,(74 | 76],0,0
2019,Michigan,Ohio State,(76 | 78],0,0
2019,Michigan,Ohio State,(78 | 80],0,0
2019,Michigan,Ohio State,(80 | 82],0,0
2019,Michigan,Ohio State,(82 | 84],0,0
2019,Michigan,Ohio State,(84 | 86],0,0
2019,Michigan,Ohio State,(86 | 88],0,0
2019,Michigan,Ohio State,(88 | 90],0,0
2019,Michigan,Ohio State,(90 | 92],0,0
2019,Michigan,Ohio State,(92 | 94],0,0
2019,Michigan,Ohio State,(94 | 96],0,0
2019,Michigan,Ohio State,(96 | 98],0,0
2019,Michigan,Penn State,(0 | 2],-0.048205128,0.048205128
2019,Michigan,Penn State,(-2 | 0],0.035750916,0.035750916
2019,Michigan,Penn State,(6 | 8],0.024468864,0.024468864
2019,Michigan,Penn State,(4 | 6],-0.016556776,0.016556776
2019,Michigan,Penn State,(-6 | -4],0.012307692,0.012307692
2019,Michigan,Penn State,(18 | 20],-0.011575092,0.011575092
2019,Michigan,Penn State,(8 | 10],0.009523809,0.009523809
2019,Michigan,Penn State,(12 | 14],0.006300367,0.006300367
2019,Michigan,Penn State,(2 | 4],-0.006153846,0.006153846
2019,Michigan,Penn State,(42 | 44],-0.003663004,0.003663004
2019,Michigan,Penn State,(44 | 46],-0.003663004,0.003663004
2019,Michigan,Penn State,(80 | 82],-0.003663004,0.003663004
2019,Michigan,Penn State,(84 | 86],-0.003663004,0.003663004
2019,Michigan,Penn State,(20 | 22],0.003076923,0.003076923
2019,Michigan,Penn State,(24 | 26],0.003076923,0.003076923
2019,Michigan,Penn State,(28 | 30],0.003076923,0.003076923
2019,Michigan,Penn State,(40 | 42],0.003076923,0.003076923
2019,Michigan,Penn State,(48 | 50],0.003076923,0.003076923
2019,Michigan,Penn State,(14 | 16],-0.001758242,0.001758242
2019,Michigan,Penn State,(16 | 18],-0.001172161,0.001172161
2019,Michigan,Penn State,(26 | 28],-0.001172161,0.001172161
2019,Michigan,Penn State,(-4 | -2],-0.001025641,0.001025641
2019,Michigan,Penn State,(10 | 12],0.000879121,0.000879121
2019,Michigan,Penn State,(22 | 24],-0.000586081,0.000586081
2019,Michigan,Penn State,(32 | 34],-0.000586081,0.000586081
2019,Michigan,Penn State,(34 | 36],-0.000586081,0.000586081
2019,Michigan,Penn State,(38 | 40],-0.000586081,0.000586081
2019,Michigan,Penn State,(-22 | -20],0,0
2019,Michigan,Penn State,(-20 | -18],0,0
2019,Michigan,Penn State,(-18 | -16],0,0
2019,Michigan,Penn State,(-16 | -14],0,0
2019,Michigan,Penn State,(-14 | -12],0,0
2019,Michigan,Penn State,(-12 | -10],0,0
2019,Michigan,Penn State,(-10 | -8],0,0
2019,Michigan,Penn State,(-8 | -6],0,0
2019,Michigan,Penn State,(30 | 32],0,0
2019,Michigan,Penn State,(36 | 38],0,0
2019,Michigan,Penn State,(46 | 48],0,0
2019,Michigan,Penn State,(50 | 52],0,0
2019,Michigan,Penn State,(52 | 54],0,0
2019,Michigan,Penn State,(54 | 56],0,0
2019,Michigan,Penn State,(56 | 58],0,0
2019,Michigan,Penn State,(58 | 60],0,0
2019,Michigan,Penn State,(60 | 62],0,0
2019,Michigan,Penn State,(62 | 64],0,0
2019,Michigan,Penn State,(64 | 66],0,0
2019,Michigan,Penn State,(66 | 68],0,0
2019,Michigan,Penn State,(68 | 70],0,0
2019,Michigan,Penn State,(70 | 72],0,0
2019,Michigan,Penn State,(72 | 74],0,0
2019,Michigan,Penn State,(74 | 76],0,0
2019,Michigan,Penn State,(76 | 78],0,0
2019,Michigan,Penn State,(78 | 80],0,0
2019,Michigan,Penn State,(82 | 84],0,0
2019,Michigan,Penn State,(86 | 88],0,0
2019,Michigan,Penn State,(88 | 90],0,0
2019,Michigan,Penn State,(90 | 92],0,0
2019,Michigan,Penn State,(92 | 94],0,0
2019,Michigan,Penn State,(94 | 96],0,0
2019,Michigan,Penn State,(96 | 98],0,0
2019,Michigan,Wisconsin,(0 | 2],0.025029449,0.025029449
2019,Michigan,Wisconsin,(-2 | 0],0.022552204,0.022552204
2019,Michigan,Wisconsin,(16 | 18],-0.014727825,0.014727825
2019,Michigan,Wisconsin,(-6 | -4],0.012307692,0.012307692
2019,Michigan,Wisconsin,(2 | 4],-0.012043548,0.012043548
2019,Michigan,Wisconsin,(14 | 16],-0.009330716,0.009330716
2019,Michigan,Wisconsin,(-8 | -6],-0.006960557,0.006960557
2019,Michigan,Wisconsin,(18 | 20],-0.006203819,0.006203819
2019,Michigan,Wisconsin,(4 | 6],-0.00619668,0.00619668
2019,Michigan,Wisconsin,(-4 | -2],0.0060539,0.0060539
2019,Michigan,Wisconsin,(10 | 12],-0.005597001,0.005597001
2019,Michigan,Wisconsin,(8 | 10],-0.004890238,0.004890238
2019,Michigan,Wisconsin,(36 | 38],-0.004640371,0.004640371
2019,Michigan,Wisconsin,(20 | 22],-0.003883634,0.003883634
2019,Michigan,Wisconsin,(22 | 24],-0.003883634,0.003883634
2019,Michigan,Wisconsin,(26 | 28],0.00383366,0.00383366
2019,Michigan,Wisconsin,(12 | 14],0.003733714,0.003733714
2019,Michigan,Wisconsin,(24 | 26],0.003076923,0.003076923
2019,Michigan,Wisconsin,(28 | 30],0.003076923,0.003076923
2019,Michigan,Wisconsin,(32 | 34],0.003076923,0.003076923
2019,Michigan,Wisconsin,(38 | 40],0.003076923,0.003076923
2019,Michigan,Wisconsin,(48 | 50],0.003076923,0.003076923
2019,Michigan,Wisconsin,(42 | 44],-0.002320186,0.002320186
2019,Michigan,Wisconsin,(44 | 46],-0.002320186,0.002320186
2019,Michigan,Wisconsin,(46 | 48],-0.002320186,0.002320186
2019,Michigan,Wisconsin,(50 | 52],-0.002320186,0.002320186
2019,Michigan,Wisconsin,(70 | 72],-0.002320186,0.002320186
2019,Michigan,Wisconsin,(6 | 8],0.001870426,0.001870426
2019,Michigan,Wisconsin,(40 | 42],-0.001563448,0.001563448
2019,Michigan,Wisconsin,(34 | 36],0.000756737,0.000756737
2019,Michigan,Wisconsin,(-22 | -20],0,0
2019,Michigan,Wisconsin,(-20 | -18],0,0
2019,Michigan,Wisconsin,(-18 | -16],0,0
2019,Michigan,Wisconsin,(-16 | -14],0,0
2019,Michigan,Wisconsin,(-14 | -12],0,0
2019,Michigan,Wisconsin,(-12 | -10],0,0
2019,Michigan,Wisconsin,(-10 | -8],0,0
2019,Michigan,Wisconsin,(30 | 32],0,0
2019,Michigan,Wisconsin,(52 | 54],0,0
2019,Michigan,Wisconsin,(54 | 56],0,0
2019,Michigan,Wisconsin,(56 | 58],0,0
2019,Michigan,Wisconsin,(58 | 60],0,0
2019,Michigan,Wisconsin,(60 | 62],0,0
2019,Michigan,Wisconsin,(62 | 64],0,0
2019,Michigan,Wisconsin,(64 | 66],0,0
2019,Michigan,Wisconsin,(66 | 68],0,0
2019,Michigan,Wisconsin,(68 | 70],0,0
2019,Michigan,Wisconsin,(72 | 74],0,0
2019,Michigan,Wisconsin,(74 | 76],0,0
2019,Michigan,Wisconsin,(76 | 78],0,0
2019,Michigan,Wisconsin,(78 | 80],0,0
2019,Michigan,Wisconsin,(80 | 82],0,0
2019,Michigan,Wisconsin,(82 | 84],0,0
2019,Michigan,Wisconsin,(84 | 86],0,0
2019,Michigan,Wisconsin,(86 | 88],0,0
2019,Michigan,Wisconsin,(88 | 90],0,0
2019,Michigan,Wisconsin,(90 | 92],0,0
2019,Michigan,Wisconsin,(92 | 94],0,0
2019,Michigan,Wisconsin,(94 | 96],0,0
2019,Michigan,Wisconsin,(96 | 98],0,0
2019,Michigan State,Iowa,(0 | 2],0.076157083,0.076157083
2019,Michigan State,Iowa,(4 | 6],-0.044156148,0.044156148
2019,Michigan State,Iowa,(8 | 10],-0.036325386,0.036325386
2019,Michigan State,Iowa,(-4 | -2],0.026110332,0.026110332
2019,Michigan State,Iowa,(22 | 24],0.010869565,0.010869565
2019,Michigan State,Iowa,(16 | 18],-0.009280038,0.009280038
2019,Michigan State,Iowa,(20 | 22],-0.008882655,0.008882655
2019,Michigan State,Iowa,(10 | 12],-0.006895746,0.006895746
2019,Michigan State,Iowa,(14 | 16],-0.005656849,0.005656849
2019,Michigan State,Iowa,(-6 | -4],0.005212716,0.005212716
2019,Michigan State,Iowa,(38 | 40],0.003623188,0.003623188
2019,Michigan State,Iowa,(56 | 58],0.003623188,0.003623188
2019,Michigan State,Iowa,(30 | 32],-0.003225806,0.003225806
2019,Michigan State,Iowa,(50 | 52],-0.003225806,0.003225806
2019,Michigan State,Iowa,(54 | 56],-0.003225806,0.003225806
2019,Michigan State,Iowa,(24 | 26],-0.002828425,0.002828425
2019,Michigan State,Iowa,(28 | 30],-0.002828425,0.002828425
2019,Michigan State,Iowa,(6 | 8],-0.002524544,0.002524544
2019,Michigan State,Iowa,(2 | 4],0.002103787,0.002103787
2019,Michigan State,Iowa,(12 | 14],0.001192146,0.001192146
2019,Michigan State,Iowa,(-2 | 0],-0.001028518,0.001028518
2019,Michigan State,Iowa,(-8 | -6],0.000397382,0.000397382
2019,Michigan State,Iowa,(18 | 20],0.000397382,0.000397382
2019,Michigan State,Iowa,(26 | 28],0.000397382,0.000397382
2019,Michigan State,Iowa,(-22 | -20],0,0
2019,Michigan State,Iowa,(-20 | -18],0,0
2019,Michigan State,Iowa,(-18 | -16],0,0
2019,Michigan State,Iowa,(-16 | -14],0,0
2019,Michigan State,Iowa,(-14 | -12],0,0
2019,Michigan State,Iowa,(-12 | -10],0,0
2019,Michigan State,Iowa,(-10 | -8],0,0
2019,Michigan State,Iowa,(32 | 34],0,0
2019,Michigan State,Iowa,(34 | 36],0,0
2019,Michigan State,Iowa,(36 | 38],0,0
2019,Michigan State,Iowa,(40 | 42],0,0
2019,Michigan State,Iowa,(42 | 44],0,0
2019,Michigan State,Iowa,(44 | 46],0,0
2019,Michigan State,Iowa,(46 | 48],0,0
2019,Michigan State,Iowa,(48 | 50],0,0
2019,Michigan State,Iowa,(52 | 54],0,0
2019,Michigan State,Iowa,(58 | 60],0,0
2019,Michigan State,Iowa,(60 | 62],0,0
2019,Michigan State,Iowa,(62 | 64],0,0
2019,Michigan State,Iowa,(64 | 66],0,0
2019,Michigan State,Iowa,(66 | 68],0,0
2019,Michigan State,Iowa,(68 | 70],0,0
2019,Michigan State,Iowa,(70 | 72],0,0
2019,Michigan State,Iowa,(72 | 74],0,0
2019,Michigan State,Iowa,(74 | 76],0,0
2019,Michigan State,Iowa,(76 | 78],0,0
2019,Michigan State,Iowa,(78 | 80],0,0
2019,Michigan State,Iowa,(80 | 82],0,0
2019,Michigan State,Iowa,(82 | 84],0,0
2019,Michigan State,Iowa,(84 | 86],0,0
2019,Michigan State,Iowa,(86 | 88],0,0
2019,Michigan State,Iowa,(88 | 90],0,0
2019,Michigan State,Iowa,(90 | 92],0,0
2019,Michigan State,Iowa,(92 | 94],0,0
2019,Michigan State,Iowa,(94 | 96],0,0
2019,Michigan State,Iowa,(96 | 98],0,0
2019,Michigan State,Michigan,(0 | 2],0.048762542,0.048762542
2019,Michigan State,Michigan,(-4 | -2],0.036978818,0.036978818
2019,Michigan State,Michigan,(2 | 4],-0.028963211,0.028963211
2019,Michigan State,Michigan,(8 | 10],-0.024414716,0.024414716
2019,Michigan State,Michigan,(6 | 8],-0.017859532,0.017859532
2019,Michigan State,Michigan,(4 | 6],-0.017803791,0.017803791
2019,Michigan State,Michigan,(-2 | 0],0.017681159,0.017681159
2019,Michigan State,Michigan,(12 | 14],-0.01374582,0.01374582
2019,Michigan State,Michigan,(10 | 12],-0.008483835,0.008483835
2019,Michigan State,Michigan,(22 | 24],0.007792642,0.007792642
2019,Michigan State,Michigan,(-6 | -4],0.00580825,0.00580825
2019,Michigan State,Michigan,(20 | 22],0.004169454,0.004169454
2019,Michigan State,Michigan,(-8 | -6],0.003623188,0.003623188
2019,Michigan State,Michigan,(56 | 58],0.003623188,0.003623188
2019,Michigan State,Michigan,(32 | 34],-0.003076923,0.003076923
2019,Michigan State,Michigan,(34 | 36],-0.003076923,0.003076923
2019,Michigan State,Michigan,(40 | 42],-0.003076923,0.003076923
2019,Michigan State,Michigan,(48 | 50],-0.003076923,0.003076923
2019,Michigan State,Michigan,(16 | 18],-0.002530658,0.002530658
2019,Michigan State,Michigan,(26 | 28],-0.002530658,0.002530658
2019,Michigan State,Michigan,(14 | 16],-0.001984392,0.001984392
2019,Michigan State,Michigan,(18 | 20],0.000546265,0.000546265
2019,Michigan State,Michigan,(24 | 26],0.000546265,0.000546265
2019,Michigan State,Michigan,(28 | 30],0.000546265,0.000546265
2019,Michigan State,Michigan,(38 | 40],0.000546265,0.000546265
2019,Michigan State,Michigan,(-22 | -20],0,0
2019,Michigan State,Michigan,(-20 | -18],0,0
2019,Michigan State,Michigan,(-18 | -16],0,0
2019,Michigan State,Michigan,(-16 | -14],0,0
2019,Michigan State,Michigan,(-14 | -12],0,0
2019,Michigan State,Michigan,(-12 | -10],0,0
2019,Michigan State,Michigan,(-10 | -8],0,0
2019,Michigan State,Michigan,(30 | 32],0,0
2019,Michigan State,Michigan,(36 | 38],0,0
2019,Michigan State,Michigan,(42 | 44],0,0
2019,Michigan State,Michigan,(44 | 46],0,0
2019,Michigan State,Michigan,(46 | 48],0,0
2019,Michigan State,Michigan,(50 | 52],0,0
2019,Michigan State,Michigan,(52 | 54],0,0
2019,Michigan State,Michigan,(54 | 56],0,0
2019,Michigan State,Michigan,(58 | 60],0,0
2019,Michigan State,Michigan,(60 | 62],0,0
2019,Michigan State,Michigan,(62 | 64],0,0
2019,Michigan State,Michigan,(64 | 66],0,0
2019,Michigan State,Michigan,(66 | 68],0,0
2019,Michigan State,Michigan,(68 | 70],0,0
2019,Michigan State,Michigan,(70 | 72],0,0
2019,Michigan State,Michigan,(72 | 74],0,0
2019,Michigan State,Michigan,(74 | 76],0,0
2019,Michigan State,Michigan,(76 | 78],0,0
2019,Michigan State,Michigan,(78 | 80],0,0
2019,Michigan State,Michigan,(80 | 82],0,0
2019,Michigan State,Michigan,(82 | 84],0,0
2019,Michigan State,Michigan,(84 | 86],0,0
2019,Michigan State,Michigan,(86 | 88],0,0
2019,Michigan State,Michigan,(88 | 90],0,0
2019,Michigan State,Michigan,(90 | 92],0,0
2019,Michigan State,Michigan,(92 | 94],0,0
2019,Michigan State,Michigan,(94 | 96],0,0
2019,Michigan State,Michigan,(96 | 98],0,0
2019,Michigan State,Ohio State,(0 | 2],0.09013082,0.09013082
2019,Michigan State,Ohio State,(-2 | 0],0.046973194,0.046973194
2019,Michigan State,Ohio State,(6 | 8],-0.043189689,0.043189689
2019,Michigan State,Ohio State,(2 | 4],-0.04107349,0.04107349
2019,Michigan State,Ohio State,(8 | 10],-0.031358215,0.031358215
2019,Michigan State,Ohio State,(-4 | -2],0.023983584,0.023983584
2019,Michigan State,Ohio State,(12 | 14],-0.022316276,0.022316276
2019,Michigan State,Ohio State,(14 | 16],-0.019302296,0.019302296
2019,Michigan State,Ohio State,(-6 | -4],0.018115942,0.018115942
2019,Michigan State,Ohio State,(4 | 6],0.011767346,0.011767346
2019,Michigan State,Ohio State,(10 | 12],-0.007823522,0.007823522
2019,Michigan State,Ohio State,(16 | 18],-0.007438759,0.007438759
2019,Michigan State,Ohio State,(24 | 26],-0.007438759,0.007438759
