season,team,statBin,count,count_over_window_sum,cum_sum_season_year_statBins,window_sum,cum_sum_as_window_percentage
2018,Ohio State,"(46, 48]",0,0,402,403,0.99751861
2018,Ohio State,"(48, 50]",1,0.00248139,403,403,1
2018,Ohio State,"(50, 52]",0,0,403,403,1
2018,Ohio State,"(52, 54]",0,0,403,403,1
2018,Ohio State,"(54, 56]",0,0,403,403,1
2018,Ohio State,"(56, 58]",0,0,403,403,1
2018,Ohio State,"(58, 60]",0,0,403,403,1
2018,Ohio State,"(60, 62]",0,0,403,403,1
2018,Ohio State,"(62, 64]",0,0,403,403,1
2018,Ohio State,"(64, 66]",0,0,403,403,1
2018,Ohio State,"(66, 68]",0,0,403,403,1
2018,Ohio State,"(68, 70]",0,0,403,403,1
2018,Ohio State,"(70, 72]",0,0,403,403,1
2018,Ohio State,"(72, 74]",0,0,403,403,1
2018,Ohio State,"(74, 76]",0,0,403,403,1
2018,Ohio State,"(76, 78]",0,0,403,403,1
2018,Ohio State,"(78, 80]",0,0,403,403,1
2018,Ohio State,"(80, 82]",0,0,403,403,1
2018,Ohio State,"(82, 84]",0,0,403,403,1
2018,Ohio State,"(84, 86]",0,0,403,403,1
2018,Ohio State,"(86, 88]",0,0,403,403,1
2018,Ohio State,"(88, 90]",0,0,403,403,1
2018,Ohio State,"(90, 92]",0,0,403,403,1
2018,Ohio State,"(92, 94]",0,0,403,403,1
2018,Ohio State,"(94, 96]",0,0,403,403,1
2018,Ohio State,"(96, 98]",0,0,403,403,1
2018,Penn State,"(-22, -20]",0,0,0,269,0
2018,Penn State,"(-20, -18]",0,0,0,269,0
2018,Penn State,"(-18, -16]",0,0,0,269,0
2018,Penn State,"(-16, -14]",0,0,0,269,0
2018,Penn State,"(-14, -12]",0,0,0,269,0
2018,Penn State,"(-12, -10]",0,0,0,269,0
2018,Penn State,"(-10, -8]",0,0,0,269,0
2018,Penn State,"(-8, -6]",3,0.011152416,3,269,0.011152416
2018,Penn State,"(-6, -4]",1,0.003717472,4,269,0.014869888
2018,Penn State,"(-4, -2]",8,0.029739777,12,269,0.044609665
2018,Penn State,"(-2, 0]",34,0.126394052,46,269,0.171003717
2018,Penn State,"(0, 2]",46,0.171003717,92,269,0.342007435
2018,Penn State,"(2, 4]",62,0.230483271,154,269,0.572490706
2018,Penn State,"(4, 6]",37,0.137546468,191,269,0.710037175
2018,Penn State,"(6, 8]",28,0.104089219,219,269,0.814126394
2018,Penn State,"(8, 10]",13,0.048327138,232,269,0.862453532
2018,Penn State,"(10, 12]",14,0.05204461,246,269,0.914498141
2018,Penn State,"(12, 14]",5,0.018587361,251,269,0.933085502
2018,Penn State,"(14, 16]",3,0.011152416,254,269,0.944237918
2018,Penn State,"(16, 18]",1,0.003717472,255,269,0.94795539
2018,Penn State,"(18, 20]",3,0.011152416,258,269,0.959107807
2018,Penn State,"(20, 22]",1,0.003717472,259,269,0.962825279
2018,Penn State,"(22, 24]",1,0.003717472,260,269,0.966542751
2018,Penn State,"(24, 26]",0,0,260,269,0.966542751
2018,Penn State,"(26, 28]",1,0.003717472,261,269,0.970260223
2018,Penn State,"(28, 30]",1,0.003717472,262,269,0.973977695
2018,Penn State,"(30, 32]",1,0.003717472,263,269,0.977695167
2018,Penn State,"(32, 34]",0,0,263,269,0.977695167
2018,Penn State,"(34, 36]",1,0.003717472,264,269,0.981412639
2018,Penn State,"(36, 38]",0,0,264,269,0.981412639
2018,Penn State,"(38, 40]",0,0,264,269,0.981412639
2018,Penn State,"(40, 42]",1,0.003717472,265,269,0.985130112
2018,Penn State,"(42, 44]",0,0,265,269,0.985130112
2018,Penn State,"(44, 46]",0,0,265,269,0.985130112
2018,Penn State,"(46, 48]",2,0.007434944,267,269,0.992565056
2018,Penn State,"(48, 50]",0,0,267,269,0.992565056
2018,Penn State,"(50, 52]",0,0,267,269,0.992565056
2018,Penn State,"(52, 54]",0,0,267,269,0.992565056
2018,Penn State,"(54, 56]",0,0,267,269,0.992565056
2018,Penn State,"(56, 58]",0,0,267,269,0.992565056
2018,Penn State,"(58, 60]",0,0,267,269,0.992565056
2018,Penn State,"(60, 62]",1,0.003717472,268,269,0.996282528
2018,Penn State,"(62, 64]",0,0,268,269,0.996282528
2018,Penn State,"(64, 66]",0,0,268,269,0.996282528
2018,Penn State,"(66, 68]",0,0,268,269,0.996282528
2018,Penn State,"(68, 70]",0,0,268,269,0.996282528
2018,Penn State,"(70, 72]",0,0,268,269,0.996282528
2018,Penn State,"(72, 74]",0,0,268,269,0.996282528
2018,Penn State,"(74, 76]",0,0,268,269,0.996282528
2018,Penn State,"(76, 78]",1,0.003717472,269,269,1
2018,Penn State,"(78, 80]",0,0,269,269,1
2018,Penn State,"(80, 82]",0,0,269,269,1
2018,Penn State,"(82, 84]",0,0,269,269,1
2018,Penn State,"(84, 86]",0,0,269,269,1
2018,Penn State,"(86, 88]",0,0,269,269,1
2018,Penn State,"(88, 90]",0,0,269,269,1
2018,Penn State,"(90, 92]",0,0,269,269,1
2018,Penn State,"(92, 94]",0,0,269,269,1
2018,Penn State,"(94, 96]",0,0,269,269,1
2018,Penn State,"(96, 98]",0,0,269,269,1
2018,Wisconsin,"(-22, -20]",0,0,0,404,0
2018,Wisconsin,"(-20, -18]",0,0,0,404,0
2018,Wisconsin,"(-18, -16]",0,0,0,404,0
2018,Wisconsin,"(-16, -14]",0,0,0,404,0
2018,Wisconsin,"(-14, -12]",0,0,0,404,0
2018,Wisconsin,"(-12, -10]",0,0,0,404,0
2018,Wisconsin,"(-10, -8]",0,0,0,404,0
2018,Wisconsin,"(-8, -6]",1,0.002475248,1,404,0.002475248
2018,Wisconsin,"(-6, -4]",1,0.002475248,2,404,0.004950495
2018,Wisconsin,"(-4, -2]",5,0.012376238,7,404,0.017326733
2018,Wisconsin,"(-2, 0]",27,0.066831683,34,404,0.084158416
2018,Wisconsin,"(0, 2]",62,0.153465347,96,404,0.237623762
2018,Wisconsin,"(2, 4]",87,0.215346535,183,404,0.452970297
2018,Wisconsin,"(4, 6]",89,0.22029703,272,404,0.673267327
2018,Wisconsin,"(6, 8]",45,0.111386139,317,404,0.784653465
2018,Wisconsin,"(8, 10]",21,0.051980198,338,404,0.836633663
2018,Wisconsin,"(10, 12]",15,0.037128713,353,404,0.873762376
2018,Wisconsin,"(12, 14]",10,0.024752475,363,404,0.898514851
2018,Wisconsin,"(14, 16]",11,0.027227723,374,404,0.925742574
2018,Wisconsin,"(16, 18]",9,0.022277228,383,404,0.948019802
2018,Wisconsin,"(18, 20]",6,0.014851485,389,404,0.962871287
2018,Wisconsin,"(20, 22]",3,0.007425743,392,404,0.97029703
2018,Wisconsin,"(22, 24]",2,0.004950495,394,404,0.975247525
2018,Wisconsin,"(24, 26]",0,0,394,404,0.975247525
2018,Wisconsin,"(26, 28]",0,0,394,404,0.975247525
2018,Wisconsin,"(28, 30]",2,0.004950495,396,404,0.98019802
2018,Wisconsin,"(30, 32]",1,0.002475248,397,404,0.982673267
2018,Wisconsin,"(32, 34]",0,0,397,404,0.982673267
2018,Wisconsin,"(34, 36]",1,0.002475248,398,404,0.985148515
2018,Wisconsin,"(36, 38]",1,0.002475248,399,404,0.987623762
2018,Wisconsin,"(38, 40]",1,0.002475248,400,404,0.99009901
2018,Wisconsin,"(40, 42]",0,0,400,404,0.99009901
2018,Wisconsin,"(42, 44]",1,0.002475248,401,404,0.992574257
2018,Wisconsin,"(44, 46]",0,0,401,404,0.992574257
2018,Wisconsin,"(46, 48]",1,0.002475248,402,404,0.995049505
2018,Wisconsin,"(48, 50]",0,0,402,404,0.995049505
2018,Wisconsin,"(50, 52]",0,0,402,404,0.995049505
2018,Wisconsin,"(52, 54]",0,0,402,404,0.995049505
2018,Wisconsin,"(54, 56]",0,0,402,404,0.995049505
2018,Wisconsin,"(56, 58]",0,0,402,404,0.995049505
2018,Wisconsin,"(58, 60]",0,0,402,404,0.995049505
2018,Wisconsin,"(60, 62]",0,0,402,404,0.995049505
2018,Wisconsin,"(62, 64]",0,0,402,404,0.995049505
2018,Wisconsin,"(64, 66]",0,0,402,404,0.995049505
2018,Wisconsin,"(66, 68]",0,0,402,404,0.995049505
2018,Wisconsin,"(68, 70]",0,0,402,404,0.995049505
2018,Wisconsin,"(70, 72]",0,0,402,404,0.995049505
2018,Wisconsin,"(72, 74]",0,0,402,404,0.995049505
2018,Wisconsin,"(74, 76]",0,0,402,404,0.995049505
2018,Wisconsin,"(76, 78]",0,0,402,404,0.995049505
2018,Wisconsin,"(78, 80]",1,0.002475248,403,404,0.997524752
2018,Wisconsin,"(80, 82]",0,0,403,404,0.997524752
2018,Wisconsin,"(82, 84]",0,0,403,404,0.997524752
2018,Wisconsin,"(84, 86]",0,0,403,404,0.997524752
2018,Wisconsin,"(86, 88]",1,0.002475248,404,404,1
2018,Wisconsin,"(88, 90]",0,0,404,404,1
2018,Wisconsin,"(90, 92]",0,0,404,404,1
2018,Wisconsin,"(92, 94]",0,0,404,404,1
2018,Wisconsin,"(94, 96]",0,0,404,404,1
2018,Wisconsin,"(96, 98]",0,0,404,404,1
2019,Iowa,"(-22, -20]",0,0,0,310,0
2019,Iowa,"(-20, -18]",0,0,0,310,0
2019,Iowa,"(-18, -16]",0,0,0,310,0
2019,Iowa,"(-16, -14]",0,0,0,310,0
2019,Iowa,"(-14, -12]",0,0,0,310,0
2019,Iowa,"(-12, -10]",0,0,0,310,0
2019,Iowa,"(-10, -8]",0,0,0,310,0
2019,Iowa,"(-8, -6]",1,0.003225806,1,310,0.003225806
2019,Iowa,"(-6, -4]",4,0.012903226,5,310,0.016129032
2019,Iowa,"(-4, -2]",11,0.035483871,16,310,0.051612903
2019,Iowa,"(-2, 0]",43,0.138709677,59,310,0.190322581
2019,Iowa,"(0, 2]",64,0.206451613,123,310,0.396774194
2019,Iowa,"(2, 4]",60,0.193548387,183,310,0.590322581
2019,Iowa,"(4, 6]",53,0.170967742,236,310,0.761290323
2019,Iowa,"(6, 8]",21,0.067741935,257,310,0.829032258
2019,Iowa,"(8, 10]",18,0.058064516,275,310,0.887096774
2019,Iowa,"(10, 12]",10,0.032258065,285,310,0.919354839
2019,Iowa,"(12, 14]",3,0.009677419,288,310,0.929032258
2019,Iowa,"(14, 16]",4,0.012903226,292,310,0.941935484
2019,Iowa,"(16, 18]",4,0.012903226,296,310,0.95483871
2019,Iowa,"(18, 20]",1,0.003225806,297,310,0.958064516
2019,Iowa,"(20, 22]",5,0.016129032,302,310,0.974193548
2019,Iowa,"(22, 24]",0,0,302,310,0.974193548
2019,Iowa,"(24, 26]",2,0.006451613,304,310,0.980645161
2019,Iowa,"(26, 28]",1,0.003225806,305,310,0.983870968
2019,Iowa,"(28, 30]",2,0.006451613,307,310,0.990322581
2019,Iowa,"(30, 32]",1,0.003225806,308,310,0.993548387
2019,Iowa,"(32, 34]",0,0,308,310,0.993548387
2019,Iowa,"(34, 36]",0,0,308,310,0.993548387
2019,Iowa,"(36, 38]",0,0,308,310,0.993548387
2019,Iowa,"(38, 40]",0,0,308,310,0.993548387
2019,Iowa,"(40, 42]",0,0,308,310,0.993548387
2019,Iowa,"(42, 44]",0,0,308,310,0.993548387
2019,Iowa,"(44, 46]",0,0,308,310,0.993548387
2019,Iowa,"(46, 48]",0,0,308,310,0.993548387
2019,Iowa,"(48, 50]",0,0,308,310,0.993548387
2019,Iowa,"(50, 52]",1,0.003225806,309,310,0.996774194
2019,Iowa,"(52, 54]",0,0,309,310,0.996774194
2019,Iowa,"(54, 56]",1,0.003225806,310,310,1
2019,Iowa,"(56, 58]",0,0,310,310,1
2019,Iowa,"(58, 60]",0,0,310,310,1
2019,Iowa,"(60, 62]",0,0,310,310,1
2019,Iowa,"(62, 64]",0,0,310,310,1
2019,Iowa,"(64, 66]",0,0,310,310,1
2019,Iowa,"(66, 68]",0,0,310,310,1
2019,Iowa,"(68, 70]",0,0,310,310,1
2019,Iowa,"(70, 72]",0,0,310,310,1
2019,Iowa,"(72, 74]",0,0,310,310,1
2019,Iowa,"(74, 76]",0,0,310,310,1
2019,Iowa,"(76, 78]",0,0,310,310,1
2019,Iowa,"(78, 80]",0,0,310,310,1
2019,Iowa,"(80, 82]",0,0,310,310,1
2019,Iowa,"(82, 84]",0,0,310,310,1
2019,Iowa,"(84, 86]",0,0,310,310,1
2019,Iowa,"(86, 88]",0,0,310,310,1
2019,Iowa,"(88, 90]",0,0,310,310,1
2019,Iowa,"(90, 92]",0,0,310,310,1
2019,Iowa,"(92, 94]",0,0,310,310,1
2019,Iowa,"(94, 96]",0,0,310,310,1
2019,Iowa,"(96, 98]",0,0,310,310,1
2019,Michigan,"(-22, -20]",0,0,0,325,0
2019,Michigan,"(-20, -18]",0,0,0,325,0
2019,Michigan,"(-18, -16]",0,0,0,325,0
2019,Michigan,"(-16, -14]",0,0,0,325,0
2019,Michigan,"(-14, -12]",0,0,0,325,0
2019,Michigan,"(-12, -10]",0,0,0,325,0
2019,Michigan,"(-10, -8]",0,0,0,325,0
2019,Michigan,"(-8, -6]",0,0,0,325,0
2019,Michigan,"(-6, -4]",4,0.012307692,4,325,0.012307692
2019,Michigan,"(-4, -2]",8,0.024615385,12,325,0.036923077
2019,Michigan,"(-2, 0]",39,0.12,51,325,0.156923077
2019,Michigan,"(0, 2]",76,0.233846154,127,325,0.390769231
2019,Michigan,"(2, 4]",73,0.224615385,200,325,0.615384615
2019,Michigan,"(4, 6]",47,0.144615385,247,325,0.76
2019,Michigan,"(6, 8]",27,0.083076923,274,325,0.843076923
2019,Michigan,"(8, 10]",15,0.046153846,289,325,0.889230769
2019,Michigan,"(10, 12]",11,0.033846154,300,325,0.923076923
2019,Michigan,"(12, 14]",8,0.024615385,308,325,0.947692308
2019,Michigan,"(14, 16]",3,0.009230769,311,325,0.956923077
2019,Michigan,"(16, 18]",2,0.006153846,313,325,0.963076923
2019,Michigan,"(18, 20]",1,0.003076923,314,325,0.966153846
2019,Michigan,"(20, 22]",1,0.003076923,315,325,0.969230769
2019,Michigan,"(22, 24]",1,0.003076923,316,325,0.972307692
2019,Michigan,"(24, 26]",1,0.003076923,317,325,0.975384615
2019,Michigan,"(26, 28]",2,0.006153846,319,325,0.981538462
2019,Michigan,"(28, 30]",1,0.003076923,320,325,0.984615385
2019,Michigan,"(30, 32]",0,0,320,325,0.984615385
2019,Michigan,"(32, 34]",1,0.003076923,321,325,0.987692308
2019,Michigan,"(34, 36]",1,0.003076923,322,325,0.990769231
2019,Michigan,"(36, 38]",0,0,322,325,0.990769231
2019,Michigan,"(38, 40]",1,0.003076923,323,325,0.993846154
2019,Michigan,"(40, 42]",1,0.003076923,324,325,0.996923077
2019,Michigan,"(42, 44]",0,0,324,325,0.996923077
2019,Michigan,"(44, 46]",0,0,324,325,0.996923077
2019,Michigan,"(46, 48]",0,0,324,325,0.996923077
2019,Michigan,"(48, 50]",1,0.003076923,325,325,1
2019,Michigan,"(50, 52]",0,0,325,325,1
2019,Michigan,"(52, 54]",0,0,325,325,1
2019,Michigan,"(54, 56]",0,0,325,325,1
2019,Michigan,"(56, 58]",0,0,325,325,1
2019,Michigan,"(58, 60]",0,0,325,325,1
2019,Michigan,"(60, 62]",0,0,325,325,1
2019,Michigan,"(62, 64]",0,0,325,325,1
2019,Michigan,"(64, 66]",0,0,325,325,1
2019,Michigan,"(66, 68]",0,0,325,325,1
2019,Michigan,"(68, 70]",0,0,325,325,1
2019,Michigan,"(70, 72]",0,0,325,325,1
2019,Michigan,"(72, 74]",0,0,325,325,1
2019,Michigan,"(74, 76]",0,0,325,325,1
2019,Michigan,"(76, 78]",0,0,325,325,1
2019,Michigan,"(78, 80]",0,0,325,325,1
2019,Michigan,"(80, 82]",0,0,325,325,1
2019,Michigan,"(82, 84]",0,0,325,325,1
2019,Michigan,"(84, 86]",0,0,325,325,1
2019,Michigan,"(86, 88]",0,0,325,325,1
2019,Michigan,"(88, 90]",0,0,325,325,1
2019,Michigan,"(90, 92]",0,0,325,325,1
2019,Michigan,"(92, 94]",0,0,325,325,1
2019,Michigan,"(94, 96]",0,0,325,325,1
2019,Michigan,"(96, 98]",0,0,325,325,1
2019,Michigan State,"(-22, -20]",0,0,0,276,0
2019,Michigan State,"(-20, -18]",0,0,0,276,0
2019,Michigan State,"(-18, -16]",0,0,0,276,0
2019,Michigan State,"(-16, -14]",0,0,0,276,0
2019,Michigan State,"(-14, -12]",0,0,0,276,0
2019,Michigan State,"(-12, -10]",0,0,0,276,0
2019,Michigan State,"(-10, -8]",0,0,0,276,0
2019,Michigan State,"(-8, -6]",1,0.003623188,1,276,0.003623188
2019,Michigan State,"(-6, -4]",5,0.018115942,6,276,0.02173913
2019,Michigan State,"(-4, -2]",17,0.061594203,23,276,0.083333333
2019,Michigan State,"(-2, 0]",38,0.137681159,61,276,0.221014493
2019,Michigan State,"(0, 2]",78,0.282608696,139,276,0.503623188
2019,Michigan State,"(2, 4]",54,0.195652174,193,276,0.699275362
2019,Michigan State,"(4, 6]",35,0.126811594,228,276,0.826086957
2019,Michigan State,"(6, 8]",18,0.065217391,246,276,0.891304348
2019,Michigan State,"(8, 10]",6,0.02173913,252,276,0.913043478
2019,Michigan State,"(10, 12]",7,0.025362319,259,276,0.938405797
2019,Michigan State,"(12, 14]",3,0.010869565,262,276,0.949275362
2019,Michigan State,"(14, 16]",2,0.007246377,264,276,0.956521739
2019,Michigan State,"(16, 18]",1,0.003623188,265,276,0.960144928
2019,Michigan State,"(18, 20]",1,0.003623188,266,276,0.963768116
2019,Michigan State,"(20, 22]",2,0.007246377,268,276,0.971014493
2019,Michigan State,"(22, 24]",3,0.010869565,271,276,0.981884058
2019,Michigan State,"(24, 26]",1,0.003623188,272,276,0.985507246
2019,Michigan State,"(26, 28]",1,0.003623188,273,276,0.989130435
2019,Michigan State,"(28, 30]",1,0.003623188,274,276,0.992753623
2019,Michigan State,"(30, 32]",0,0,274,276,0.992753623
2019,Michigan State,"(32, 34]",0,0,274,276,0.992753623
2019,Michigan State,"(34, 36]",0,0,274,276,0.992753623
2019,Michigan State,"(36, 38]",0,0,274,276,0.992753623
2019,Michigan State,"(38, 40]",1,0.003623188,275,276,0.996376812
2019,Michigan State,"(40, 42]",0,0,275,276,0.996376812
2019,Michigan State,"(42, 44]",0,0,275,276,0.996376812
2019,Michigan State,"(44, 46]",0,0,275,276,0.996376812
2019,Michigan State,"(46, 48]",0,0,275,276,0.996376812
2019,Michigan State,"(48, 50]",0,0,275,276,0.996376812
2019,Michigan State,"(50, 52]",0,0,275,276,0.996376812
2019,Michigan State,"(52, 54]",0,0,275,276,0.996376812
2019,Michigan State,"(54, 56]",0,0,275,276,0.996376812
2019,Michigan State,"(56, 58]",1,0.003623188,276,276,1
2019,Michigan State,"(58, 60]",0,0,276,276,1
2019,Michigan State,"(60, 62]",0,0,276,276,1
2019,Michigan State,"(62, 64]",0,0,276,276,1
2019,Michigan State,"(64, 66]",0,0,276,276,1
2019,Michigan State,"(66, 68]",0,0,276,276,1
2019,Michigan State,"(68, 70]",0,0,276,276,1
2019,Michigan State,"(70, 72]",0,0,276,276,1
2019,Michigan State,"(72, 74]",0,0,276,276,1
2019,Michigan State,"(74, 76]",0,0,276,276,1
2019,Michigan State,"(76, 78]",0,0,276,276,1
2019,Michigan State,"(78, 80]",0,0,276,276,1
2019,Michigan State,"(80, 82]",0,0,276,276,1
2019,Michigan State,"(82, 84]",0,0,276,276,1
2019,Michigan State,"(84, 86]",0,0,276,276,1
2019,Michigan State,"(86, 88]",0,0,276,276,1
2019,Michigan State,"(88, 90]",0,0,276,276,1
2019,Michigan State,"(90, 92]",0,0,276,276,1
2019,Michigan State,"(92, 94]",0,0,276,276,1
2019,Michigan State,"(94, 96]",0,0,276,276,1
2019,Michigan State,"(96, 98]",0,0,276,276,1
2019,Ohio State,"(-22, -20]",0,0,0,452,0
2019,Ohio State,"(-20, -18]",0,0,0,452,0
2019,Ohio State,"(-18, -16]",0,0,0,452,0
2019,Ohio State,"(-16, -14]",0,0,0,452,0
2019,Ohio State,"(-14, -12]",0,0,0,452,0
2019,Ohio State,"(-12, -10]",0,0,0,452,0
2019,Ohio State,"(-10, -8]",0,0,0,452,0
2019,Ohio State,"(-8, -6]",0,0,0,452,0
2019,Ohio State,"(-6, -4]",0,0,0,452,0
2019,Ohio State,"(-4, -2]",17,0.037610619,17,452,0.037610619
2019,Ohio State,"(-2, 0]",41,0.090707965,58,452,0.128318584
2019,Ohio State,"(0, 2]",87,0.192477876,145,452,0.32079646
2019,Ohio State,"(2, 4]",107,0.236725664,252,452,0.557522124
2019,Ohio State,"(4, 6]",52,0.115044248,304,452,0.672566372
2019,Ohio State,"(6, 8]",49,0.10840708,353,452,0.780973451
2019,Ohio State,"(8, 10]",24,0.053097345,377,452,0.834070796
2019,Ohio State,"(10, 12]",15,0.033185841,392,452,0.867256637
2019,Ohio State,"(12, 14]",15,0.033185841,407,452,0.900442478
2019,Ohio State,"(14, 16]",12,0.026548673,419,452,0.92699115
2019,Ohio State,"(16, 18]",5,0.011061947,424,452,0.938053097
2019,Ohio State,"(18, 20]",2,0.004424779,426,452,0.942477876
2019,Ohio State,"(20, 22]",2,0.004424779,428,452,0.946902655
2019,Ohio State,"(22, 24]",3,0.006637168,431,452,0.953539823
2019,Ohio State,"(24, 26]",5,0.011061947,436,452,0.96460177
2019,Ohio State,"(26, 28]",1,0.002212389,437,452,0.966814159
2019,Ohio State,"(28, 30]",2,0.004424779,439,452,0.971238938
2019,Ohio State,"(30, 32]",0,0,439,452,0.971238938
2019,Ohio State,"(32, 34]",3,0.006637168,442,452,0.977876106
2019,Ohio State,"(34, 36]",1,0.002212389,443,452,0.980088496
2019,Ohio State,"(36, 38]",0,0,443,452,0.980088496
2019,Ohio State,"(38, 40]",1,0.002212389,444,452,0.982300885
2019,Ohio State,"(40, 42]",2,0.004424779,446,452,0.986725664
2019,Ohio State,"(42, 44]",0,0,446,452,0.986725664
2019,Ohio State,"(44, 46]",0,0,446,452,0.986725664
2019,Ohio State,"(46, 48]",0,0,446,452,0.986725664
2019,Ohio State,"(48, 50]",0,0,446,452,0.986725664
2019,Ohio State,"(50, 52]",0,0,446,452,0.986725664
2019,Ohio State,"(52, 54]",1,0.002212389,447,452,0.988938053
2019,Ohio State,"(54, 56]",1,0.002212389,448,452,0.991150442
2019,Ohio State,"(56, 58]",0,0,448,452,0.991150442
2019,Ohio State,"(58, 60]",1,0.002212389,449,452,0.993362832
2019,Ohio State,"(60, 62]",0,0,449,452,0.993362832
2019,Ohio State,"(62, 64]",0,0,449,452,0.993362832
2019,Ohio State,"(64, 66]",0,0,449,452,0.993362832
2019,Ohio State,"(66, 68]",2,0.004424779,451,452,0.997787611
2019,Ohio State,"(68, 70]",0,0,451,452,0.997787611
2019,Ohio State,"(70, 72]",0,0,451,452,0.997787611
2019,Ohio State,"(72, 74]",1,0.002212389,452,452,1
2019,Ohio State,"(74, 76]",0,0,452,452,1
2019,Ohio State,"(76, 78]",0,0,452,452,1
2019,Ohio State,"(78, 80]",0,0,452,452,1
2019,Ohio State,"(80, 82]",0,0,452,452,1
2019,Ohio State,"(82, 84]",0,0,452,452,1
2019,Ohio State,"(84, 86]",0,0,452,452,1
2019,Ohio State,"(86, 88]",0,0,452,452,1
2019,Ohio State,"(88, 90]",0,0,452,452,1
2019,Ohio State,"(90, 92]",0,0,452,452,1
2019,Ohio State,"(92, 94]",0,0,452,452,1
2019,Ohio State,"(94, 96]",0,0,452,452,1
2019,Ohio State,"(96, 98]",0,0,452,452,1
2019,Penn State,"(-22, -20]",0,0,0,273,0
2019,Penn State,"(-20, -18]",0,0,0,273,0
2019,Penn State,"(-18, -16]",0,0,0,273,0
2019,Penn State,"(-16, -14]",0,0,0,273,0
2019,Penn State,"(-14, -12]",0,0,0,273,0
2019,Penn State,"(-12, -10]",0,0,0,273,0
2019,Penn State,"(-10, -8]",0,0,0,273,0
2019,Penn State,"(-8, -6]",0,0,0,273,0
2019,Penn State,"(-6, -4]",0,0,0,273,0
2019,Penn State,"(-4, -2]",7,0.025641026,7,273,0.025641026
2019,Penn State,"(-2, 0]",23,0.084249084,30,273,0.10989011
2019,Penn State,"(0, 2]",77,0.282051282,107,273,0.391941392
2019,Penn State,"(2, 4]",63,0.230769231,170,273,0.622710623
2019,Penn State,"(4, 6]",44,0.161172161,214,273,0.783882784
2019,Penn State,"(6, 8]",16,0.058608059,230,273,0.842490842
2019,Penn State,"(8, 10]",10,0.036630037,240,273,0.879120879
2019,Penn State,"(10, 12]",9,0.032967033,249,273,0.912087912
2019,Penn State,"(12, 14]",5,0.018315018,254,273,0.93040293
2019,Penn State,"(14, 16]",3,0.010989011,257,273,0.941391941
2019,Penn State,"(16, 18]",2,0.007326007,259,273,0.948717949
2019,Penn State,"(18, 20]",4,0.014652015,263,273,0.963369963
2019,Penn State,"(20, 22]",0,0,263,273,0.963369963
2019,Penn State,"(22, 24]",1,0.003663004,264,273,0.967032967
2019,Penn State,"(24, 26]",0,0,264,273,0.967032967
2019,Penn State,"(26, 28]",2,0.007326007,266,273,0.974358974
2019,Penn State,"(28, 30]",0,0,266,273,0.974358974
2019,Penn State,"(30, 32]",0,0,266,273,0.974358974
2019,Penn State,"(32, 34]",1,0.003663004,267,273,0.978021978
2019,Penn State,"(34, 36]",1,0.003663004,268,273,0.981684982
2019,Penn State,"(36, 38]",0,0,268,273,0.981684982
2019,Penn State,"(38, 40]",1,0.003663004,269,273,0.985347985
2019,Penn State,"(40, 42]",0,0,269,273,0.985347985
2019,Penn State,"(42, 44]",1,0.003663004,270,273,0.989010989
2019,Penn State,"(44, 46]",1,0.003663004,271,273,0.992673993
2019,Penn State,"(46, 48]",0,0,271,273,0.992673993
2019,Penn State,"(48, 50]",0,0,271,273,0.992673993
2019,Penn State,"(50, 52]",0,0,271,273,0.992673993
2019,Penn State,"(52, 54]",0,0,271,273,0.992673993
2019,Penn State,"(54, 56]",0,0,271,273,0.992673993
2019,Penn State,"(56, 58]",0,0,271,273,0.992673993
2019,Penn State,"(58, 60]",0,0,271,273,0.992673993
2019,Penn State,"(60, 62]",0,0,271,273,0.992673993
2019,Penn State,"(62, 64]",0,0,271,273,0.992673993
2019,Penn State,"(64, 66]",0,0,271,273,0.992673993
2019,Penn State,"(66, 68]",0,0,271,273,0.992673993
2019,Penn State,"(68, 70]",0,0,271,273,0.992673993
2019,Penn State,"(70, 72]",0,0,271,273,0.992673993
2019,Penn State,"(72, 74]",0,0,271,273,0.992673993
2019,Penn State,"(74, 76]",0,0,271,273,0.992673993
2019,Penn State,"(76, 78]",0,0,271,273,0.992673993
2019,Penn State,"(78, 80]",0,0,271,273,0.992673993
2019,Penn State,"(80, 82]",1,0.003663004,272,273,0.996336996
2019,Penn State,"(82, 84]",0,0,272,273,0.996336996
2019,Penn State,"(84, 86]",1,0.003663004,273,273,1
2019,Penn State,"(86, 88]",0,0,273,273,1
2019,Penn State,"(88, 90]",0,0,273,273,1
2019,Penn State,"(90, 92]",0,0,273,273,1
2019,Penn State,"(92, 94]",0,0,273,273,1
2019,Penn State,"(94, 96]",0,0,273,273,1
2019,Penn State,"(96, 98]",0,0,273,273,1
2019,Wisconsin,"(-22, -20]",0,0,0,431,0
2019,Wisconsin,"(-20, -18]",0,0,0,431,0
2019,Wisconsin,"(-18, -16]",0,0,0,431,0
2019,Wisconsin,"(-16, -14]",0,0,0,431,0
2019,Wisconsin,"(-14, -12]",0,0,0,431,0
2019,Wisconsin,"(-12, -10]",0,0,0,431,0
2019,Wisconsin,"(-10, -8]",0,0,0,431,0
2019,Wisconsin,"(-8, -6]",3,0.006960557,3,431,0.006960557
2019,Wisconsin,"(-6, -4]",0,0,3,431,0.006960557
2019,Wisconsin,"(-4, -2]",8,0.018561485,11,431,0.025522042
